VARIABLE	beta	SE	ci.lo	ci.hi	z-value	pvalue	OR
Obesity_Orbergozo	52679486.313844	21901924.51605	9751714.262385	95607258.365302	2.405245	0.0161616430813846	Inf
VARIABLE	beta	SE	ci.lo	ci.hi	z-value	pvalue	OR
Obesity_WC	73101098.33324	26662587.678365	20842426.483644	125359770.182835	2.741711	0.00611201720241682	Inf
VARIABLE	beta	SE	ci.lo	ci.hi	z-value	pvalue	OR
TG_R	-27684942.20602	32071381.441629	-90544849.831613	35174965.419573	-0.863229	0.388011646182428	0
VARIABLE	beta	SE	ci.lo	ci.hi	z-value	pvalue	OR
HDL_R	-98086237.581258	48249459.212466	-192655177.637692	-3517297.524824	-2.032898	0.0420628114593679	0
VARIABLE	beta	SE	ci.lo	ci.hi	z-value	pvalue	OR
Glucose_R	37980321.029284	43944622.200615	-48151138.48392	124111780.542489	0.864277	0.387435806973865	Inf
VARIABLE	beta	SE	ci.lo	ci.hi	z-value	pvalue	OR
HOMA_R	7399496.229185	23096270.548324	-37869194.04553	52668186.5039	0.320376	0.748683137697208	Inf
VARIABLE	beta	SE	ci.lo	ci.hi	z-value	pvalue	OR
Metabolic_Health_Status	-1155428.066742	20503328.277344	-41341951.490336	39031095.356852	-0.056353	0.955060442248247	0
VARIABLE	beta	SE	ci.lo	ci.hi	z-value	pvalue	OR
Metabolic_Syndrome_Cole	16493297.047804	36714586.021771	-55467291.554867	88453885.650475	0.44923	0.653265678122436	Inf
VARIABLE	beta	SE	ci.lo	ci.hi	z-value	pvalue	OR
Metabolic_Syndrome_Orbergozo	16493297.047804	36714586.021771	-55467291.554867	88453885.650475	0.44923	0.653265678122436	Inf
VARIABLE	beta	SE	ci.lo	ci.hi	z-value	pvalue	OR
Metabolic_Syndrome_Wc	-5160352.441259	30936754.500475	-65796391.26219	55475686.379672	-0.166803	0.867524829691338	0
VARIABLE	beta	SE	ci.lo	ci.hi	z-value	pvalue	OR
Metabolic_Syndrome_2COMP	-7155688.898716	27594184.063069	-61240289.662331	46928911.864899	-0.259319	0.795389325424968	0
VARIABLE	beta	SE	ci.lo	ci.hi	z-value	pvalue	OR
DBP_R	9473007.486484	27481616.897926	-44390961.633451	63336976.60642	0.344703	0.730317342533723	Inf
VARIABLE	beta	SE	ci.lo	ci.hi	z-value	pvalue	OR
SBP_R	-4568934.899184	32011122.084799	-67310734.185391	58172864.387023	-0.14273	0.886503732497663	0
