VARIABLE	beta	SE	ci.lo	ci.hi	z-value	pvalue	OR
Obesity_Orbergozo	-5668891.001496	14732872.10224	-34545320.321885	23207538.318894	-0.384778	0.700401601292368	0
VARIABLE	beta	SE	ci.lo	ci.hi	z-value	pvalue	OR
Obesity_WC	24828375.983878	18489966.616362	-11411958.584191	61068710.551947	1.342803	0.179335888375303	Inf
VARIABLE	beta	SE	ci.lo	ci.hi	z-value	pvalue	OR
TG_R	-1799546.259813	22983859.830808	-46847911.528197	43248819.008571	-0.078296	0.937592531038089	0
VARIABLE	beta	SE	ci.lo	ci.hi	z-value	pvalue	OR
HDL_R	-30790132.363355	31998837.535889	-93507853.933698	31927589.206988	-0.962227	0.335935794548801	0
VARIABLE	beta	SE	ci.lo	ci.hi	z-value	pvalue	OR
Glucose_R	11505866.204147	32697380.975914	-52581000.508644	75592732.916938	0.35189	0.724921107373109	Inf
VARIABLE	beta	SE	ci.lo	ci.hi	z-value	pvalue	OR
HOMA_R	8777426.2319	16428032.611895	-23421517.687414	40976370.151214	0.534296	0.593137006840873	Inf
VARIABLE	beta	SE	ci.lo	ci.hi	z-value	pvalue	OR
Metabolic_Health_Status	9959339.391372	15100770.356478	-19638170.507326	39556849.290069	0.659525	0.509558535257821	Inf
VARIABLE	beta	SE	ci.lo	ci.hi	z-value	pvalue	OR
Metabolic_Syndrome_Cole	-17528439.073731	24254235.537718	-65066740.727658	30009862.580197	-0.722696	0.469866671881784	0
VARIABLE	beta	SE	ci.lo	ci.hi	z-value	pvalue	OR
Metabolic_Syndrome_Orbergozo	-17528439.073731	24254235.537718	-65066740.727658	30009862.580197	-0.722696	0.469866671881784	0
VARIABLE	beta	SE	ci.lo	ci.hi	z-value	pvalue	OR
Metabolic_Syndrome_Wc	8241481.399713	21775282.746241	-34438072.78292	50921035.582346	0.378479	0.705074990320714	Inf
VARIABLE	beta	SE	ci.lo	ci.hi	z-value	pvalue	OR
Metabolic_Syndrome_2COMP	6322096.564112	19888600.372286	-32659560.165569	45303753.293793	0.317875	0.750579462420369	Inf
VARIABLE	beta	SE	ci.lo	ci.hi	z-value	pvalue	OR
DBP_R	15254508.818463	19714597.473394	-23386102.229388	53895119.866315	0.773767	0.439068474428887	Inf
VARIABLE	beta	SE	ci.lo	ci.hi	z-value	pvalue	OR
SBP_R	-17341873.902275	21934221.429559	-60332947.904211	25649200.099661	-0.790631	0.429159391887364	0
